Specimen_ID,Latitude,Longitude,Country,Species,Sex,ddRADseq data,mtDNA data,mtHaplotype,Population_assignment,Subpopulation_assignment,Date_collected
Pr_1948,35.86,4.75,Algeria,Pieris rapae,M,Yes,Yes,Pra35,1,NA,2013
Pr_1946,35.19,1.13,Algeria,Pieris rapae,F,Yes,Yes,Pra2,1,NA,28-May-09
Pr_2030,35.22,4.19,Algeria,Pieris rapae,F,Yes,Yes,Pra68,1,1.1,2-Dec-11
Pr_2017,36.33,5.36,Algeria,Pieris rapae,M,Yes,Yes,Pra1,1,1.1,11-May-12
Pr_2018,35.33,4.3,Algeria,Pieris rapae,F,Yes,Yes,Pra25,1,1.1,11-May-12
Pr_2016,36.26,5.25,Algeria,Pieris rapae,F,Yes,Yes,Pra35,1,1.1,12-May-12
Pr_2015,36.59,4.61,Algeria,Pieris rapae,M,Yes,Yes,Pra2,1,1.1,18-May-12
Pr_1915,36.45,4.11,Algeria,Pieris rapae,M,Yes,Yes,Pra25,1,1.1,27-May-12
Pr_1916,36.63,4.6,Algeria,Pieris rapae,M,Yes,Yes,Pra2,1,1.1,16-Jun-12
Pr_1925,33.1,6.09,Algeria,Pieris rapae,M,Yes,Yes,Pra35,1,1.1,7-Mar-13
Pr_1947,35.75,4.55,Algeria,Pieris rapae,F,Yes,Yes,Pra25,1,1.1,10-Mar-13
Pr_2006,36.91,7.76,Algeria,Pieris rapae,M,Yes,Yes,Pra2,1,NA,4-Apr-15
Pr_915,-31.99,115.9,Australia,Pieris rapae,M,Yes,Yes,Pra2,3,NA,4-Oct-14
Pr_914,-31.99,115.9,Australia,Pieris rapae,M,Yes,Yes,Pra1,3,NA,7-Nov-14
Pr_911,-31.99,115.9,Australia,Pieris rapae,M,Yes,Yes,Pra1,3,NA,8-Nov-14
Pr_913,-31.99,115.9,Australia,Pieris rapae,M,Yes,Yes,Pra1,3,NA,8-Nov-14
Pr_910,-31.99,115.9,Australia,Pieris rapae,M,No,Yes,Pra1,NA,NA,8-Nov-14
Pr_912,-31.99,115.9,Australia,Pieris rapae,M,Yes,Yes,Pra1,NA,NA,8-Nov-14
Pr_916,-31.98,115.92,Australia,Pieris rapae,F,Yes,Yes,Pra1,3,NA,15-Nov-14
Pr_1121,-34.75,149.72,Australia,Pieris rapae,M,Yes,Yes,Pra51,3,3.1,7-Jan-15
Pr_1115,-34.75,149.72,Australia,Pieris rapae,F,Yes,Yes,Pra1,NA,NA,7-Jan-15
Pr_1119,-34.75,149.72,Australia,Pieris rapae,F,No,Yes,Pra14,NA,NA,7-Jan-15
Pr_1078,-37.89,145.34,Australia,Pieris rapae,M,Yes,Yes,Pra1,3,3.3,11-Jan-15
Pr_1086,-37.96,145.23,Australia,Pieris rapae,F,Yes,Yes,Pra1,3,3.3,18-Jan-15
Pr_1093,-38.05,145.1,Australia,Pieris rapae,M,Yes,Yes,Pra1,3,3.3,18-Jan-15
Pr_1098,-37.9,145.28,Australia,Pieris rapae,F,Yes,Yes,Pra14,NA,NA,20-Jan-15
Pr_1308,-37.86,145.07,Australia,Pieris rapae,F,Yes,Yes,Pra1,3,3.3,29-Jan-15
Pr_1326,-37.86,144.98,Australia,Pieris rapae,F,Yes,Yes,Pra1,3,3.3,30-Jan-15
Pr_1211,-34.74,150.82,Australia,Pieris rapae,F,Yes,Yes,Pra14,3,3.1,1-Feb-15
Pr_1327,-37.84,145.03,Australia,Pieris rapae,M,Yes,Yes,Pra1,3,3.3,2-Feb-15
Pr_1333,-37.88,145.14,Australia,Pieris rapae,F,Yes,Yes,Pra1,3,3.3,4-Feb-15
Pr_1109,-34.75,149.72,Australia,Pieris rapae,F,Yes,Yes,Pra14,3,3.1,7-Feb-15
Pr_1120,-34.75,149.72,Australia,Pieris rapae,M,Yes,Yes,Pra14,3,3.1,7-Feb-15
Pr_1289,-37.85,145.21,Australia,Pieris rapae,F,Yes,Yes,Pra1,NA,NA,7-Feb-15
Pr_1282,-37.87,145.12,Australia,Pieris rapae,F,Yes,Yes,Pra1,3,3.3,10-Feb-15
Pr_1214,-33.62,150.31,Australia,Pieris rapae,M,Yes,Yes,Pra14,NA,NA,1-Mar-15
Pr_1213,-34.74,150.82,Australia,Pieris rapae,F,Yes,Yes,Pra14,3,3.1,12-Mar-15
Pr_1323,-37.72,145.05,Australia,Pieris rapae,F,Yes,Yes,Pra1,NA,NA,16-Mar-15
Pr_1215,-34.78,150.73,Australia,Pieris rapae,M,Yes,Yes,Pra1,3,3.1,28-Mar-15
Pr_1216,-34.78,150.73,Australia,Pieris rapae,M,Yes,Yes,Pra1,3,3.1,28-Mar-15
Pr_1217,-34.78,150.73,Australia,Pieris rapae,F,Yes,Yes,Pra14,3,3.1,28-Mar-15
Pr_1157,-33.8,151.11,Australia,Pieris rapae,F,Yes,No,NA,NA,NA,6-May-15
Pr_1158,-33.8,151.11,Australia,Pieris rapae,F,Yes,No,NA,NA,NA,6-May-15
Pr_1160,-33.8,151.11,Australia,Pieris rapae,F,Yes,Yes,Pra14,3,3.1,6-May-15
Pr_1161,-33.8,151.11,Australia,Pieris rapae,F,No,Yes,Pra1,NA,NA,6-May-15
Pr_1162,-33.8,151.11,Australia,Pieris rapae,F,No,Yes,Pra14,NA,NA,6-May-15
Pr_1156,-26.43,152.76,Australia,Pieris rapae,F,Yes,Yes,Pra2,3,3.2,12-May-15
Pr_1845,-35.26,149.06,Australia,Pieris rapae,M,Yes,Yes,Pra14,3,3.1,12-Dec-15
Pr_1848,-35.26,149.06,Australia,Pieris rapae,F,Yes,Yes,Pra14,3,3.1,14-Dec-15
Pr_1849,-35.26,149.06,Australia,Pieris rapae,M,Yes,Yes,Pra2,3,3.1,16-Dec-15
Pr_1850,-35.26,149.06,Australia,Pieris rapae,M,Yes,Yes,Pra14,3,3.1,16-Dec-15
Pr_2192,-41.2,146.36,Australia,Pieris rapae,F,No,Yes,Pra1,NA,NA,17-Dec-15
Pr_2198,-41.2,146.36,Australia,Pieris rapae,F,No,Yes,Pra1,NA,NA,17-Dec-15
Pr_2199,-41.2,146.36,Australia,Pieris rapae,M,No,Yes,Pra1,NA,NA,17-Dec-15
Pr_1513,-33.66,150.16,Australia,Pieris rapae,M,Yes,No,NA,3,3.1,18-Dec-15
Pr_1514,-33.66,150.16,Australia,Pieris rapae,M,Yes,Yes,Pra14,3,3.1,18-Dec-15
Pr_1851,-35.26,149.06,Australia,Pieris rapae,M,Yes,Yes,Pra14,3,3.1,18-Dec-15
Pr_2197,-41.2,146.36,Australia,Pieris rapae,M,No,Yes,Pra2,NA,NA,20-Dec-15
Pr_2191,-41.2,146.36,Australia,Pieris rapae,F,No,Yes,Pra2,NA,NA,21-Dec-15
Pr_1814,-37.21,145,Australia,Pieris rapae,M,Yes,Yes,Pra1,3,3.3,27-Dec-15
Pr_1815,-37.21,145,Australia,Pieris rapae,M,No,Yes,Pra1,NA,NA,27-Dec-15
Pr_1810,-37.21,145,Australia,Pieris rapae,F,Yes,Yes,Pra1,3,3.3,28-Dec-15
Pr_1807,-37.21,145,Australia,Pieris rapae,F,No,Yes,Pra1,NA,NA,28-Dec-15
Pr_1808,-37.21,145,Australia,Pieris rapae,F,No,Yes,Pra14,NA,NA,28-Dec-15
Pr_1809,-37.21,145,Australia,Pieris rapae,F,No,Yes,Pra1,NA,NA,28-Dec-15
Pr_1816,-37.21,145,Australia,Pieris rapae,F,No,Yes,Pra1,NA,NA,28-Dec-15
Pr_1498,-26.43,152.76,Australia,Pieris rapae,M,Yes,Yes,Pra14,3,3.2,9-Jan-16
Pr_1501,-26.43,152.76,Australia,Pieris rapae,F,No,Yes,Pra14,NA,NA,9-Jan-16
Pr_1508,-26.43,152.76,Australia,Pieris rapae,M,No,Yes,Pra14,NA,NA,9-Jan-16
Pr_1507,-26.43,152.76,Australia,Pieris rapae,M,Yes,Yes,Pra2,3,3.2,10-Jan-16
Pr_1500,-26.43,152.76,Australia,Pieris rapae,M,No,Yes,Pra14,NA,NA,10-Jan-16
Pr_1505,-26.43,152.76,Australia,Pieris rapae,F,No,Yes,Pra2,NA,NA,10-Jan-16
Pr_1506,-26.43,152.76,Australia,Pieris rapae,F,No,Yes,Pra2,NA,NA,10-Jan-16
Pr_1499,-26.43,152.76,Australia,Pieris rapae,M,Yes,Yes,Pra14,3,3.2,14-Jan-16
Pr_1502,-26.43,152.76,Australia,Pieris rapae,M,Yes,Yes,Pra1,3,3.2,14-Jan-16
Pr_1503,-26.43,152.76,Australia,Pieris rapae,F,Yes,Yes,Pra2,3,3.2,14-Jan-16
Pr_1504,-26.43,152.76,Australia,Pieris rapae,M,Yes,Yes,Pra1,3,3.2,14-Jan-16
Pr_1852,-35.26,149.06,Australia,Pieris rapae,M,Yes,Yes,Pra1,3,3.1,17-Jan-16
Pr_1529,-37.02,145.14,Australia,Pieris rapae,F,Yes,Yes,Pra1,3,3.3,5-Mar-16
Pr_1527,-37.02,145.14,Australia,Pieris rapae,F,Yes,Yes,Pra1,3,3.3,7-Mar-16
Pr_1528,-37.02,145.14,Australia,Pieris rapae,F,Yes,Yes,Pra1,3,3.3,13-Mar-16
Pr_1526,-37.02,145.14,Australia,Pieris rapae,F,Yes,Yes,Pra1,3,3.3,17-Mar-16
Pr_2195,-41.2,146.36,Australia,Pieris rapae,M,No,Yes,Pra1,NA,NA,10-Mar-17
Pr_2196,-41.2,146.36,Australia,Pieris rapae,M,No,Yes,Pra2,NA,NA,10-Mar-17
Pr_2200,-41.2,146.36,Australia,Pieris rapae,F,No,Yes,Pra1,NA,NA,10-Mar-17
Pr_2201,-41.2,146.36,Australia,Pieris rapae,F,No,Yes,Pra1,NA,NA,10-Mar-17
Pr_2202,-41.2,146.36,Australia,Pieris rapae,M,No,Yes,Pra1,NA,NA,10-Mar-17
Pr_1509,-26.43,152.76,Australia,Pieris rapae,M,Yes,Yes,Pra2,3,3.2,?1/9-14/2016
Pr_1370,47.91,14.34,Austria,Pieris napi,M,Yes,Yes,Pna_4,NA,NA,3-Aug-15
Pr_1373,47.91,14.34,Austria,Pieris napi,F,Yes,Yes,Pna_6,NA,NA,3-Aug-15
Pr_1376,47.89,14.55,Austria,Pieris rapae,M,Yes,No,NA,2,NA,6-Aug-15
Pr_1929,41.77,23.4,Bulgaria,Pieris rapae,M,Yes,Yes,Pra23,2,2.1,29-Jul-13
Pr_1930,41.47,24.06,Bulgaria,Pieris rapae,M,Yes,Yes,Pra2,2,2.1,1-Aug-13
Pr_1931,41.47,24.06,Bulgaria,Pieris rapae,M,Yes,Yes,Pra2,2,2.1,1-Aug-13
Pr_1932,41.61,24.18,Bulgaria,Pieris rapae,M,Yes,Yes,Pra15,2,2.1,1-Aug-13
Pr_1933,41.61,25.65,Bulgaria,Pieris rapae,F,Yes,Yes,Pra60,2,2.1,1-Jul-14
Pr_1934,41.61,25.65,Bulgaria,Pieris rapae,M,Yes,Yes,Pra24,2,2.1,1-Jul-14
Pr_1935,41.61,25.65,Bulgaria,Pieris rapae,M,Yes,Yes,Pra1,2,2.1,1-Jul-14
Pr_1220,42.14,24.74,Bulgaria,Pieris napi,F,Yes,Yes,Pna_5,NA,NA,4-Jul-15
Pr_1225,42.14,24.74,Bulgaria,Pieris napi,F,Yes,Yes,Pna_5,NA,NA,4-Jul-15
Pr_991,43,-81.29,Canada,Pieris rapae,F,Yes,Yes,Pra3,4,NA,2014
Pr_275,43.38,-80.35,Canada,Pieris rapae,F,Yes,Yes,Pra76,NA,NA,11-Jul-14
Pr_278,43.38,-80.35,Canada,Pieris rapae,M,No,Yes,Pra5,NA,NA,11-Jul-14
Pr_281,43.38,-80.35,Canada,Pieris rapae,M,Yes,Yes,Pra3,NA,NA,14-Jul-14
Pr_293,43.38,-80.38,Canada,Pieris rapae,M,Yes,Yes,Pra5,4,4.3,18-Jul-14
Pr_294,43.38,-80.38,Canada,Pieris rapae,F,No,Yes,Pra30,NA,NA,18-Jul-14
Pr_298,43.38,-80.38,Canada,Pieris rapae,M,No,Yes,Pra27,NA,NA,22-Jul-14
Pr_301,43.38,-80.38,Canada,Pieris rapae,F,Yes,Yes,Pra3,4,4.3,24-Jul-14
Pr_312,43.38,-80.38,Canada,Pieris rapae,M,Yes,No,NA,4,4.3,25-Jul-14
Pr_309,43.38,-80.38,Canada,Pieris rapae,M,No,Yes,Pra3,NA,NA,25-Jul-14
Pr_319,43.38,-80.36,Canada,Pieris rapae,M,Yes,No,NA,NA,NA,7-Aug-14
Pr_321,43.38,-80.38,Canada,Pieris rapae,M,No,Yes,Pra2,NA,NA,8-Aug-14
Pr_608,43.5,-80.38,Canada,Pieris rapae,F,Yes,Yes,Pra3,NA,NA,13-Sep-14
Pr_597,43,-81.29,Canada,Pieris rapae,M,Yes,Yes,Pra3,4,4.3,16-Sep-14
Pr_606,43.5,-80.38,Canada,Pieris rapae,F,Yes,Yes,Pra3,4,4.3,20-Sep-14
